City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
38,atuona,PF,-9.8,-139.0333,78.08,74,15,14.27,few clouds,2022-01-06 23:43:13
39,kapaa,US,22.0752,-159.319,80.11,70,1,1.01,clear sky,2022-01-06 23:41:22
40,vaini,TO,-21.2,-175.2,86.16,89,75,11.5,broken clouds,2022-01-06 23:43:13
41,kiunga,PG,-6.1219,141.2906,80.13,76,100,4.5,overcast clouds,2022-01-06 23:43:14
42,punta arenas,CL,-53.15,-70.9167,59.11,41,40,24.16,scattered clouds,2022-01-06 23:42:20
43,cedar city,US,37.6775,-113.0619,45.57,66,0,8.05,clear sky,2022-01-06 23:42:06
44,bluff,NZ,-46.6,168.3333,56.8,74,71,12.5,broken clouds,2022-01-06 23:44:14
45,hoyerswerda,DE,51.4333,14.25,31.14,85,16,6.29,few clouds,2022-01-06 23:44:14
46,bukachacha,RU,52.9833,116.9167,-3.93,98,100,2.06,overcast clouds,2022-01-06 23:44:15
47,hobart,AU,-42.8794,147.3294,73.02,94,75,8.05,moderate rain,2022-01-06 23:43:07
48,ribeira grande,PT,38.5167,-28.7,57.76,62,90,12.55,overcast clouds,2022-01-06 23:44:15
49,vostok,RU,46.4856,135.8833,-9.49,98,100,3.15,overcast clouds,2022-01-06 23:44:15
50,hilo,US,19.7297,-155.09,81.1,70,20,9.22,few clouds,2022-01-06 23:44:16
51,caravelas,BR,-17.7125,-39.2481,77.88,80,97,11.1,overcast clouds,2022-01-06 23:44:16
52,saint-philippe,RE,-21.3585,55.7679,73.22,74,100,3.49,overcast clouds,2022-01-06 23:44:17
53,mantua,IT,45.1667,10.7833,38.91,93,0,1.99,clear sky,2022-01-06 23:44:17
54,bredasdorp,ZA,-34.5322,20.0403,65.52,88,100,12.66,light rain,2022-01-06 23:44:17
55,souillac,MU,-20.5167,57.5167,75.58,100,75,2.3,broken clouds,2022-01-06 23:44:18
56,port alfred,ZA,-33.5906,26.891,69.93,90,99,17.87,light rain,2022-01-06 23:44:18
57,okhotsk,RU,59.3833,143.3,1.17,85,65,6.82,broken clouds,2022-01-06 23:44:18
58,norman wells,CA,65.282,-126.8329,-0.33,90,100,17.25,overcast clouds,2022-01-06 23:44:19
59,albany,US,42.6001,-73.9662,28.8,73,100,3.78,overcast clouds,2022-01-06 23:40:25
60,garden city,US,42.3256,-83.331,22.95,75,100,12.66,overcast clouds,2022-01-06 23:44:19
61,butaritari,KI,3.0707,172.7902,82.38,77,45,17.74,scattered clouds,2022-01-06 23:44:20
62,dunedin,NZ,-45.8742,170.5036,60.78,63,47,12.37,scattered clouds,2022-01-06 23:44:20
63,geraldton,AU,-28.7667,114.6,77.41,78,100,11.5,overcast clouds,2022-01-06 23:44:20
64,baghmara,IN,23.795,86.2085,60.21,54,0,3.31,clear sky,2022-01-06 23:44:21
65,cherskiy,RU,68.75,161.3,-9.83,99,100,5.06,overcast clouds,2022-01-06 23:44:21
66,saskylakh,RU,71.9167,114.0833,-24.63,95,13,6.13,few clouds,2022-01-06 23:40:38
67,huacho,PE,-11.1067,-77.605,70.75,85,69,9.78,broken clouds,2022-01-06 23:44:22
68,cape town,ZA,-33.9258,18.4232,70.12,63,0,3.0,clear sky,2022-01-06 23:42:23
69,castro,BR,-24.7911,-50.0119,61.77,96,68,8.99,broken clouds,2022-01-06 23:44:22
70,shangqiu,CN,34.45,115.65,39.6,71,100,2.64,overcast clouds,2022-01-06 23:44:01
71,kribi,CM,2.95,9.9167,79.99,86,66,6.51,broken clouds,2022-01-06 23:44:22
72,marrakesh,MA,31.6315,-8.0083,51.87,76,20,4.61,few clouds,2022-01-06 23:40:16
73,east london,ZA,-33.0153,27.9116,70.02,92,91,10.47,light rain,2022-01-06 23:44:23
74,bukama,CD,-9.2,25.85,67.95,95,98,2.53,overcast clouds,2022-01-06 23:44:23
75,constitucion,CL,-35.3333,-72.4167,59.56,85,20,10.69,few clouds,2022-01-06 23:44:23
76,riyadh,SA,24.6877,46.7219,46.54,53,42,4.99,scattered clouds,2022-01-06 23:42:22
77,buraydah,SA,26.326,43.975,46.85,58,0,3.36,clear sky,2022-01-06 23:44:24
78,tigil,RU,57.8,158.6667,0.64,97,40,1.48,scattered clouds,2022-01-06 23:44:24
79,tura,IN,25.5198,90.2201,56.41,66,5,3.89,clear sky,2022-01-06 23:44:25
80,qaanaaq,GL,77.484,-69.3632,4.66,63,67,6.98,broken clouds,2022-01-06 23:44:25
81,narsaq,GL,60.9167,-46.05,16.02,86,33,5.5,scattered clouds,2022-01-06 23:44:25
82,abu dhabi,AE,24.4667,54.3667,63.97,60,0,1.01,clear sky,2022-01-06 23:44:26
83,prince rupert,CA,54.3161,-130.3201,18.01,84,99,5.7,overcast clouds,2022-01-06 23:44:26
84,upernavik,GL,72.7868,-56.1549,1.18,99,100,6.91,overcast clouds,2022-01-06 23:44:26
85,kruisfontein,ZA,-34.0033,24.7314,64.89,94,100,11.45,light rain,2022-01-06 23:44:26
86,hermanus,ZA,-34.4187,19.2345,69.91,84,92,14.61,overcast clouds,2022-01-06 23:44:27
87,aykhal,RU,66.0,111.5,-5.93,99,100,4.14,overcast clouds,2022-01-06 23:44:27
88,barbastro,ES,42.0356,0.1269,33.98,40,71,1.41,broken clouds,2022-01-06 23:44:28
89,airai,TL,-8.9266,125.4092,66.49,85,94,0.76,overcast clouds,2022-01-06 23:44:28
90,nemuro,JP,43.3236,145.575,9.03,64,39,9.15,scattered clouds,2022-01-06 23:44:18
91,hofn,IS,64.2539,-15.2082,39.27,75,99,7.31,overcast clouds,2022-01-06 23:45:29
92,boa vista,BR,2.8197,-60.6733,85.98,51,20,3.44,light rain,2022-01-06 23:45:29
93,sao sebastiao,BR,-23.76,-45.4097,74.16,94,100,4.74,overcast clouds,2022-01-06 23:45:29
94,coihaique,CL,-45.5752,-72.0662,72.21,46,40,9.22,scattered clouds,2022-01-06 23:44:47
95,yellowknife,CA,62.456,-114.3525,0.91,95,100,11.45,overcast clouds,2022-01-06 23:45:30
96,iqaluit,CA,63.7506,-68.5145,-23.89,89,76,10.85,broken clouds,2022-01-06 23:45:30
97,ponta do sol,PT,32.6667,-17.1,64.0,73,53,6.04,broken clouds,2022-01-06 23:45:30
98,gioia tauro,IT,38.424,15.899,56.32,84,89,3.8,overcast clouds,2022-01-06 23:45:31
99,mandalgovi,MN,45.7625,106.2708,15.93,33,52,10.31,broken clouds,2022-01-06 23:45:31
100,leshukonskoye,RU,64.8989,45.7622,2.5,97,99,4.81,overcast clouds,2022-01-06 23:45:31
101,mogadishu,SO,2.0371,45.3438,77.83,86,83,16.98,broken clouds,2022-01-06 23:45:32
102,samarai,PG,-10.6167,150.6667,81.93,75,90,2.73,overcast clouds,2022-01-06 23:45:32
103,springbok,ZA,-29.6643,17.8865,57.54,55,0,2.57,clear sky,2022-01-06 23:45:32
104,kavaratti,IN,10.5669,72.642,79.48,68,33,4.97,scattered clouds,2022-01-06 23:45:33
105,barcelos,PT,41.5388,-8.6151,49.84,92,77,4.03,broken clouds,2022-01-06 23:45:33
106,preobrazheniye,RU,42.9019,133.9064,12.7,59,30,8.61,scattered clouds,2022-01-06 23:45:33
107,passau,DE,48.5712,13.449,30.38,94,11,1.97,few clouds,2022-01-06 23:45:34
108,altay,CN,47.8667,88.1167,21.4,66,75,5.7,broken clouds,2022-01-06 23:45:34
109,vardo,NO,70.3705,31.1107,21.4,50,100,22.91,light snow,2022-01-06 23:45:35
110,port augusta,AU,-32.5,137.7667,69.71,59,50,18.32,scattered clouds,2022-01-06 23:45:35
111,shimoda,JP,34.6667,138.95,43.16,71,5,6.53,clear sky,2022-01-06 23:45:35
112,klaksvik,FO,62.2266,-6.589,41.92,70,92,17.38,overcast clouds,2022-01-06 23:45:36
113,alugan,PH,12.2188,125.4808,78.98,84,78,11.59,broken clouds,2022-01-06 23:45:36
114,esperance,AU,-33.8667,121.9,66.04,61,19,11.79,few clouds,2022-01-06 23:45:36
115,san francisco menendez,SV,13.8431,-90.0158,76.39,69,22,3.47,few clouds,2022-01-06 23:45:37
116,severo-kurilsk,RU,50.6789,156.125,31.1,81,91,7.43,overcast clouds,2022-01-06 23:45:37
117,fortuna,US,40.5982,-124.1573,60.19,92,90,6.91,overcast clouds,2022-01-06 23:45:37
118,kuznechnoye,RU,61.12,29.8686,16.0,91,86,5.08,light snow,2022-01-06 23:45:38
119,pisco,PE,-13.7,-76.2167,71.65,83,0,19.57,clear sky,2022-01-06 23:45:38
120,skala,PL,50.2305,19.8536,27.05,82,0,8.05,clear sky,2022-01-06 23:45:38
121,aklavik,CA,68.2191,-135.0107,-4.07,80,70,27.74,broken clouds,2022-01-06 23:45:39
122,marovoay,MG,-16.1,46.6333,77.14,92,100,2.28,overcast clouds,2022-01-06 23:45:39
123,miraflores,MX,19.2167,-98.8083,71.87,50,41,5.17,scattered clouds,2022-01-06 23:45:39
124,vestmannaeyjar,IS,63.4427,-20.2734,40.41,60,100,23.87,overcast clouds,2022-01-06 23:45:40
125,mitchell,US,43.7094,-98.0298,-2.22,68,0,4.0,clear sky,2022-01-06 23:45:40
126,chuy,UY,-33.6971,-53.4616,65.14,71,2,7.92,clear sky,2022-01-06 23:45:41
127,byron bay,AU,-28.65,153.6167,80.71,91,98,14.76,overcast clouds,2022-01-06 23:43:38
128,oum hadjer,TD,13.2954,19.6966,76.24,23,41,6.64,scattered clouds,2022-01-06 23:45:41
129,badin,PK,24.656,68.8384,61.3,79,5,9.82,clear sky,2022-01-06 23:45:41
130,strathpeffer,GB,57.588,-4.5382,38.43,94,100,5.14,light rain,2022-01-06 23:45:42
131,chokurdakh,RU,70.6333,147.9167,-24.02,93,99,3.53,overcast clouds,2022-01-06 23:45:42
132,kargasok,RU,59.0556,80.8572,-15.77,99,40,7.29,scattered clouds,2022-01-06 23:45:42
133,tuy hoa,VN,13.0833,109.3,71.2,91,95,5.97,overcast clouds,2022-01-06 23:46:43
134,manokwari,ID,-0.8667,134.0833,81.95,71,77,0.65,broken clouds,2022-01-06 23:46:43
135,bilibino,RU,68.0546,166.4372,6.01,75,99,5.19,overcast clouds,2022-01-06 23:46:43
136,pestovo,RU,58.5938,35.8024,18.41,92,100,8.66,overcast clouds,2022-01-06 23:46:44
137,marquette,US,46.5333,-87.6335,15.33,79,100,8.32,overcast clouds,2022-01-06 23:46:44
138,inirida,CO,3.8653,-67.9239,79.81,60,91,2.35,overcast clouds,2022-01-06 23:46:44
139,clyde river,CA,70.4692,-68.5914,-22.27,85,70,4.38,broken clouds,2022-01-06 23:46:45
140,lebu,CL,-37.6167,-73.65,58.06,90,21,19.33,few clouds,2022-01-06 23:46:45
141,faanui,PF,-16.4833,-151.75,82.06,70,15,10.89,few clouds,2022-01-06 23:46:45
142,forestville,US,38.8451,-76.875,39.06,58,20,3.44,few clouds,2022-01-06 23:46:46
143,te anau,NZ,-45.4167,167.7167,61.09,53,13,3.13,few clouds,2022-01-06 23:46:46
144,hasaki,JP,35.7333,140.8333,30.6,56,8,21.14,clear sky,2022-01-06 23:46:46
145,victoria,HK,22.2855,114.1577,66.18,87,84,3.0,broken clouds,2022-01-06 23:43:45
146,berbera,SO,10.4396,45.0143,77.59,77,32,7.47,scattered clouds,2022-01-06 23:46:47
147,port elizabeth,ZA,-33.918,25.5701,67.1,100,100,10.36,light intensity drizzle,2022-01-06 23:46:47
148,tuktoyaktuk,CA,69.4541,-133.0374,-13.65,95,100,23.24,overcast clouds,2022-01-06 23:46:48
149,batie,BF,9.8833,-2.9167,76.1,20,81,5.32,broken clouds,2022-01-06 23:46:48
150,aquiraz,BR,-3.9014,-38.3911,82.18,78,12,7.49,few clouds,2022-01-06 23:41:53
151,ust-tsilma,RU,65.441,52.1498,6.66,94,100,6.89,light snow,2022-01-06 23:46:48
152,caribou,US,46.8606,-68.012,28.18,85,90,0.0,overcast clouds,2022-01-06 23:46:49
153,leningradskiy,RU,69.3833,178.4167,-8.16,93,64,3.13,broken clouds,2022-01-06 23:46:49
154,ketchikan,US,55.3422,-131.6461,21.67,58,1,11.5,clear sky,2022-01-06 23:46:50
155,breyten,ZA,-26.3018,29.987,58.84,96,100,0.45,light rain,2022-01-06 23:46:50
156,parola,IN,20.8833,75.1167,67.05,74,7,3.44,clear sky,2022-01-06 23:46:50
157,halifax,CA,44.6453,-63.5724,36.41,90,11,1.99,few clouds,2022-01-06 23:45:02
158,bria,CF,6.5423,21.9863,71.82,30,49,4.38,scattered clouds,2022-01-06 23:46:51
159,road town,VG,18.4167,-64.6167,77.09,94,75,9.22,broken clouds,2022-01-06 23:43:25
160,mehamn,NO,71.0357,27.8492,20.46,58,94,4.09,overcast clouds,2022-01-06 23:46:51
161,lujan,AR,-34.5703,-59.105,77.68,54,0,9.26,clear sky,2022-01-06 23:46:51
162,kundiawa,PG,-6.0167,144.9667,67.37,91,100,0.92,overcast clouds,2022-01-06 23:46:52
163,ayan,RU,56.45,138.1667,-4.27,75,88,7.96,overcast clouds,2022-01-06 23:46:52
164,kaeo,NZ,-35.1,173.7833,76.32,74,4,10.2,clear sky,2022-01-06 23:46:53
165,saint george,US,37.1041,-113.5841,63.07,44,0,1.99,clear sky,2022-01-06 23:46:53
166,kavieng,PG,-2.5744,150.7967,83.26,73,100,12.84,overcast clouds,2022-01-06 23:46:53
167,kushiro,JP,42.975,144.3747,13.15,79,75,8.05,broken clouds,2022-01-06 23:43:53
168,puerto narino,CO,-3.7703,-70.3831,78.75,90,98,1.83,overcast clouds,2022-01-06 23:46:54
169,port hardy,CA,50.6996,-127.4199,44.76,94,100,20.51,light rain,2022-01-06 23:45:12
170,ilhabela,BR,-23.7781,-45.3581,74.48,92,100,5.12,overcast clouds,2022-01-06 23:46:54
171,shache,CN,38.4167,77.2406,23.49,43,69,1.32,broken clouds,2022-01-06 23:46:55
172,unity,CA,52.4501,-109.1682,-23.85,98,92,6.91,overcast clouds,2022-01-06 23:46:55
173,pandan,PH,14.0453,124.1694,78.33,82,87,10.71,overcast clouds,2022-01-06 23:46:55
174,praia da vitoria,PT,38.7333,-27.0667,56.75,88,75,13.42,broken clouds,2022-01-06 23:46:56
175,matata,NZ,-37.8833,176.75,75.52,45,46,6.15,scattered clouds,2022-01-06 23:46:56
176,tsabong,BW,-26.0217,22.401,79.54,41,68,6.96,broken clouds,2022-01-06 23:46:56
177,paamiut,GL,61.994,-49.6678,8.44,86,91,10.36,overcast clouds,2022-01-06 23:46:57
178,mae hong son,TH,19.3003,97.9685,58.08,72,90,2.01,overcast clouds,2022-01-06 23:47:57
179,zhangye,CN,38.9342,100.4517,17.1,68,52,2.1,broken clouds,2022-01-06 23:47:57
180,ilam,NP,26.9167,87.9167,50.41,77,8,5.08,clear sky,2022-01-06 23:47:58
181,wamba,NG,8.9333,8.6,75.74,29,53,4.16,broken clouds,2022-01-06 23:47:58
182,san cristobal,VE,7.7669,-72.225,73.58,55,66,1.41,broken clouds,2022-01-06 23:47:58
183,katsuura,JP,35.1333,140.3,43.11,60,9,18.95,clear sky,2022-01-06 23:47:59
184,dikson,RU,73.5069,80.5464,-9.58,95,100,12.88,overcast clouds,2022-01-06 23:47:44
185,sola,VU,-13.8833,167.55,82.04,74,100,15.3,heavy intensity rain,2022-01-06 23:47:59
186,fort nelson,CA,58.8053,-122.7002,-30.26,99,34,0.65,scattered clouds,2022-01-06 23:48:00
187,jinchang,CN,38.4953,102.1739,19.33,74,24,0.22,few clouds,2022-01-06 23:48:00
188,maniitsoq,GL,65.4167,-52.9,18.46,82,100,6.24,overcast clouds,2022-01-06 23:48:00
189,haines junction,CA,60.7522,-137.5108,-13.56,93,100,0.49,overcast clouds,2022-01-06 23:48:01
190,lompoc,US,34.6391,-120.4579,70.79,77,1,8.05,clear sky,2022-01-06 23:48:01
191,ancud,CL,-41.8697,-73.8203,74.73,85,24,2.59,few clouds,2022-01-06 23:47:45
192,semey,KZ,50.4111,80.2275,17.82,93,100,2.24,mist,2022-01-06 23:48:01
193,benjamin aceval,PY,-24.9667,-57.5667,86.59,34,30,5.79,scattered clouds,2022-01-06 23:48:02
194,ostrovnoy,RU,68.0531,39.5131,20.64,93,100,12.84,light snow,2022-01-06 23:48:02
195,chhindwara,IN,22.0667,78.9333,58.96,69,4,4.05,clear sky,2022-01-06 23:48:03
196,lagoa,PT,39.05,-27.9833,56.14,65,100,14.52,overcast clouds,2022-01-06 23:48:03
197,goundam,ML,16.4145,-3.6708,66.29,20,89,7.96,overcast clouds,2022-01-06 23:48:03
198,saldanha,ZA,-33.0117,17.9442,66.25,85,45,10.8,scattered clouds,2022-01-06 23:48:04
199,rorvik,NO,64.8621,11.2373,29.12,81,64,10.45,broken clouds,2022-01-06 23:48:04
200,torbay,CA,47.6666,-52.7314,45.75,92,100,11.99,light rain,2022-01-06 23:48:04
201,taltal,CL,-25.4,-70.4833,67.68,78,22,4.47,few clouds,2022-01-06 23:48:05
202,jimma,ET,7.6667,36.8333,59.52,86,70,1.5,broken clouds,2022-01-06 23:48:05
203,kifri,IQ,34.6959,44.9661,48.87,51,2,6.69,clear sky,2022-01-06 23:48:05
204,carbondale,US,37.7273,-89.2168,19.99,70,0,11.5,clear sky,2022-01-06 23:44:36
205,alofi,NU,-19.0595,-169.9187,80.49,89,75,3.44,heavy intensity drizzle,2022-01-06 23:48:06
206,riberalta,BO,-10.9833,-66.1,77.2,83,75,0.0,broken clouds,2022-01-06 23:48:06
207,novosheshminsk,RU,55.0651,51.2338,33.91,98,100,11.83,overcast clouds,2022-01-06 23:48:06
208,sitka,US,57.0531,-135.33,26.49,46,0,3.44,clear sky,2022-01-06 23:43:13
209,deputatskiy,RU,69.3,139.9,-19.1,90,89,1.57,overcast clouds,2022-01-06 23:43:46
210,hailar,CN,49.2,119.7,-14.24,100,52,3.18,broken clouds,2022-01-06 23:48:07
211,nikolskoye,RU,59.7035,30.7861,21.09,92,46,10.11,light snow,2022-01-06 23:48:07
212,ilulissat,GL,69.2167,-51.1,23.02,86,75,16.11,light snow,2022-01-06 23:48:08
213,morristown,US,36.214,-83.2949,34.56,78,100,6.91,mist,2022-01-06 23:48:08
214,mayor pablo lagerenza,PY,-19.9309,-60.7718,80.64,41,25,4.76,scattered clouds,2022-01-06 23:48:08
215,tenenkou,ML,14.4572,-4.9169,68.7,18,28,8.7,scattered clouds,2022-01-06 23:48:09
216,san borja,BO,-14.8167,-66.85,74.34,91,87,1.83,overcast clouds,2022-01-06 23:48:09
217,praya,CV,14.9215,-23.5087,73.94,68,75,18.41,broken clouds,2022-01-06 23:48:10
218,waingapu,ID,-9.6567,120.2641,78.66,80,100,5.55,overcast clouds,2022-01-06 23:48:10
219,provideniya,RU,64.3833,-173.3,13.59,81,6,10.16,clear sky,2022-01-06 23:48:10
220,tuatapere,NZ,-46.1333,167.6833,56.82,59,20,7.58,few clouds,2022-01-06 23:48:10
221,den helder,NL,52.9599,4.7593,40.98,90,100,25.99,drizzle,2022-01-06 23:48:11
222,keti bandar,PK,24.1447,67.4497,67.87,72,4,10.09,clear sky,2022-01-06 23:48:11
223,kemijarvi,FI,66.7131,27.4306,14.95,91,100,12.17,overcast clouds,2022-01-06 23:48:11
224,whitley bay,GB,55.0397,-1.4471,38.8,90,100,14.97,moderate rain,2022-01-06 23:48:12
225,vuktyl,RU,63.8567,57.3094,5.38,80,100,8.34,overcast clouds,2022-01-06 23:49:12
226,chardara,KZ,41.2547,67.9692,39.36,84,99,9.22,light rain,2022-01-06 23:49:12
227,zhigansk,RU,66.7697,123.3711,-31.77,95,99,9.78,overcast clouds,2022-01-06 23:49:13
228,sambava,MG,-14.2667,50.1667,74.57,91,100,2.91,overcast clouds,2022-01-06 23:49:13
229,nuuk,GL,64.1835,-51.7216,21.81,53,20,6.91,few clouds,2022-01-06 23:49:13
230,gorontalo,ID,0.5412,123.0595,79.57,83,93,3.11,overcast clouds,2022-01-06 23:49:13
231,marawi,PH,7.9986,124.2928,68.65,86,88,2.42,overcast clouds,2022-01-06 23:49:14
232,kangasala,FI,61.4638,24.076,18.14,83,96,11.14,light snow,2022-01-06 23:49:14
233,grindavik,IS,63.8424,-22.4338,35.55,93,75,11.5,broken clouds,2022-01-06 23:49:14
234,bom jesus,BR,-9.0744,-44.3586,73.29,94,100,0.18,overcast clouds,2022-01-06 23:47:54
235,ayr,GB,55.4627,-4.6339,41.09,75,75,24.16,broken clouds,2022-01-06 23:49:15
236,sibolga,ID,1.7427,98.7792,76.19,86,92,3.29,overcast clouds,2022-01-06 23:49:15
237,sao jose da coroa grande,BR,-8.8978,-35.1478,79.39,80,11,10.04,few clouds,2022-01-06 23:49:15
238,gat,IL,31.61,34.7642,57.4,51,83,2.77,broken clouds,2022-01-06 23:49:15
239,tazovskiy,RU,67.4667,78.7,-15.25,85,66,11.74,broken clouds,2022-01-06 23:49:16
240,tagusao,PH,9.1924,117.8141,78.33,80,39,3.94,scattered clouds,2022-01-06 23:49:16
241,el alto,PE,-4.2714,-81.2147,67.93,80,18,10.36,few clouds,2022-01-06 23:49:16
242,sochi,RU,43.6,39.7303,48.29,66,44,6.51,scattered clouds,2022-01-06 23:49:17
243,meulaboh,ID,4.1363,96.1285,75.72,89,100,4.41,overcast clouds,2022-01-06 23:49:17
244,lavrentiya,RU,65.5833,-171.0,7.47,93,25,7.34,scattered clouds,2022-01-06 23:48:54
245,northam,GB,51.0333,-4.2167,45.61,74,99,26.35,overcast clouds,2022-01-06 23:49:17
246,fukuma,JP,33.7667,130.4667,48.29,65,88,7.92,overcast clouds,2022-01-06 23:49:18
247,campina verde,BR,-19.5356,-49.4864,72.41,88,83,1.5,broken clouds,2022-01-06 23:49:18
248,olafsvik,IS,64.8945,-23.7142,40.5,64,100,27.85,overcast clouds,2022-01-06 23:49:18
249,muros,ES,42.7762,-9.0603,52.23,92,100,11.83,overcast clouds,2022-01-06 23:49:18
250,meiganga,CM,6.5167,14.3,68.23,38,93,4.12,overcast clouds,2022-01-06 23:49:19
251,saint-francois,FR,46.4154,3.9054,31.68,89,0,1.14,clear sky,2022-01-06 23:49:19
252,shubarkuduk,KZ,49.1447,56.4872,32.81,89,100,20.11,overcast clouds,2022-01-06 23:49:19
253,binabalian,PH,16.4202,119.9279,77.68,75,76,15.46,broken clouds,2022-01-06 23:49:19
254,olds,CA,51.7834,-114.102,-7.29,96,100,9.75,overcast clouds,2022-01-06 23:44:32
255,lambarene,GA,-0.7001,10.2406,75.33,93,84,2.04,broken clouds,2022-01-06 23:49:20
256,georgetown,MY,5.4112,100.3354,78.89,84,20,1.99,few clouds,2022-01-06 23:49:20
257,teguldet,RU,57.3064,88.1667,-13.23,100,53,0.92,broken clouds,2022-01-06 23:49:20
258,bathsheba,BB,13.2167,-59.5167,79.41,73,75,17.27,broken clouds,2022-01-06 23:48:46
259,cabo san lucas,MX,22.8909,-109.9124,77.61,68,2,4.0,clear sky,2022-01-06 23:45:16
260,mar del plata,AR,-38.0023,-57.5575,73.42,83,0,17.0,clear sky,2022-01-06 23:44:41
261,vila velha,BR,-20.3297,-40.2925,80.55,84,75,10.0,broken clouds,2022-01-06 23:47:29
262,araouane,ML,18.9048,-3.5265,64.62,21,76,6.64,broken clouds,2022-01-06 23:49:21
263,kaitangata,NZ,-46.2817,169.8464,58.93,69,71,8.95,broken clouds,2022-01-06 23:49:21
264,san antonio,US,29.4241,-98.4936,58.21,38,1,3.0,clear sky,2022-01-06 23:45:07
265,chenzhou,CN,25.8,113.0333,41.74,94,100,3.6,overcast clouds,2022-01-06 23:49:21
266,fuyang,CN,32.9,115.8167,37.17,80,99,5.61,overcast clouds,2022-01-06 23:49:21
267,sosnovka,RU,56.255,51.2842,25.56,97,100,4.63,light snow,2022-01-06 23:49:22
268,mahebourg,MU,-20.4081,57.7,75.49,100,75,2.3,broken clouds,2022-01-06 23:49:22
269,bethel,US,41.3712,-73.414,33.93,68,0,3.44,clear sky,2022-01-06 23:48:54
270,harlingen,US,26.1906,-97.6961,82.58,47,0,0.0,clear sky,2022-01-06 23:48:30
271,marsh harbour,BS,26.5412,-77.0636,74.57,77,5,8.23,clear sky,2022-01-06 23:50:22
272,fort frances,CA,48.5999,-93.4003,-9.18,76,100,3.44,overcast clouds,2022-01-06 23:46:42
273,scottsbluff,US,41.8666,-103.6672,13.78,81,100,7.0,overcast clouds,2022-01-06 23:50:23
274,la ronge,CA,55.1001,-105.2842,-23.64,99,43,4.18,scattered clouds,2022-01-06 23:50:23
275,osakarovka,KZ,50.565,72.5692,4.93,93,50,5.66,scattered clouds,2022-01-06 23:50:23
276,comodoro rivadavia,AR,-45.8667,-67.5,80.46,26,0,10.36,clear sky,2022-01-06 23:50:23
277,tazlar,HU,46.5482,19.5144,30.78,63,5,10.2,clear sky,2022-01-06 23:50:24
278,high level,CA,58.5169,-117.136,-25.51,100,77,1.48,broken clouds,2022-01-06 23:50:24
279,opuwo,NA,-18.0607,13.84,64.02,35,25,3.04,scattered clouds,2022-01-06 23:50:24
280,honningsvag,NO,70.9821,25.9704,27.88,54,86,4.23,light snow,2022-01-06 23:50:25
281,tahta,EG,26.7693,31.5021,51.91,47,20,6.04,few clouds,2022-01-06 23:50:07
282,mandla,IN,22.6,80.3833,58.1,65,3,3.47,clear sky,2022-01-06 23:50:25
283,bakel,SN,14.905,-12.4568,73.22,16,71,9.35,broken clouds,2022-01-06 23:50:25
284,codrington,AU,-38.2667,141.9667,64.9,88,77,7.83,broken clouds,2022-01-06 23:50:26
285,muscat,OM,23.6139,58.5922,68.41,46,73,17.38,broken clouds,2022-01-06 23:50:26
286,rize,TR,40.9044,40.8949,31.68,56,12,7.02,few clouds,2022-01-06 23:50:26
287,sokolka,PL,53.4072,23.5023,26.65,81,51,9.82,broken clouds,2022-01-06 23:50:26
288,savannah bight,HN,16.45,-85.85,80.65,78,1,25.5,clear sky,2022-01-06 23:50:27
289,mankono,CI,8.0586,-6.1897,74.79,22,59,3.74,broken clouds,2022-01-06 23:50:27
290,talnakh,RU,69.4865,88.3972,-16.8,98,100,9.84,overcast clouds,2022-01-06 23:50:27
291,sao miguel do araguaia,BR,-13.275,-50.1628,73.22,96,96,7.36,overcast clouds,2022-01-06 23:50:28
292,havelock,US,34.8791,-76.9013,53.92,70,100,1.01,overcast clouds,2022-01-06 23:47:55
293,baykit,RU,61.67,96.37,-12.19,99,97,3.44,overcast clouds,2022-01-06 23:50:28
294,lodja,CD,-3.4833,23.4333,70.81,86,75,1.81,broken clouds,2022-01-06 23:50:28
295,neringa,LT,55.3719,21.0647,32.07,57,71,16.98,broken clouds,2022-01-06 23:50:28
296,rio gallegos,AR,-51.6226,-69.2181,66.25,34,75,21.85,broken clouds,2022-01-06 23:48:30
297,navalcarnero,ES,40.2891,-4.012,41.38,69,62,4.7,broken clouds,2022-01-06 23:50:29
298,coquimbo,CL,-29.9533,-71.3436,64.13,72,0,12.66,clear sky,2022-01-06 23:49:58
299,nipawin,CA,53.3668,-104.0009,-31.4,100,9,5.53,clear sky,2022-01-06 23:50:29
300,nome,US,64.5011,-165.4064,-0.33,71,1,0.0,clear sky,2022-01-06 23:50:30
301,grand gaube,MU,-20.0064,57.6608,75.6,90,100,1.99,overcast clouds,2022-01-06 23:50:30
302,port blair,IN,11.6667,92.75,78.15,78,28,9.57,scattered clouds,2022-01-06 23:50:03
303,pueblo nuevo,MX,23.3833,-105.3833,56.98,46,13,3.67,few clouds,2022-01-06 23:50:30
304,santa rosa,PH,14.3122,121.1114,78.85,69,42,7.14,scattered clouds,2022-01-06 23:50:30
305,nemours,FR,48.2751,2.6908,39.04,83,97,11.83,overcast clouds,2022-01-06 23:50:30
306,tambacounda,SN,13.7539,-13.7586,75.25,20,0,4.61,clear sky,2022-01-06 23:50:31
